[18:24:05] [main/INFO] [cpw.mods.modlauncher.Launcher]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.3.11, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, nogui]
[18:24:05] [main/INFO] [cpw.mods.modlauncher.Launcher]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 21.0.4 by Microsoft; OS Linux arch amd64 version 6.5.0-1025-azure
[18:24:06] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler]: ImmediateWindowProvider not loading because launch target is forgeserver
[18:24:06] [main/INFO] [mixin]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/Server-Vizzio/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23113!/ Service=ModLauncher Env=SERVER
[18:24:06] [main/INFO] [Mods Optimizer]: [Mods Optimizer] ♻ Init ...
[18:24:06] [main/INFO] [Mods Optimizer]: Game Directory: /workspaces/Server-Vizzio/servidor_minecraft
[18:24:06] [main/INFO] [Mods Optimizer]: Mods Directory: /workspaces/Server-Vizzio/servidor_minecraft/mods
[18:24:06] [main/INFO] [Mods Optimizer]: Game Environment: SERVER
[18:24:06] [main/INFO] [Mods Optimizer]: Creating Mods Database Config File under /workspaces/Server-Vizzio/servidor_minecraft/config/mods_optimizer/config.toml
[18:24:06] [main/INFO] [Mods Optimizer]: Loading Mods Database Config File from /workspaces/Server-Vizzio/servidor_minecraft/config/mods_optimizer/config.toml
[18:24:06] [main/INFO] [Mods Optimizer]: ♻ init with game dir /workspaces/Server-Vizzio/servidor_minecraft and mods dir /workspaces/Server-Vizzio/servidor_minecraft/mods for target SERVER in 54 ms.
[18:24:06] [main/INFO] [Mods Optimizer]: ♻ Parsing Mods data ...
[18:24:06] [main/INFO] [Mods Optimizer]: [Mod Data] parsing ~110 mods in /workspaces/Server-Vizzio/servidor_minecraft/mods with file extension .jar ...
[18:24:07] [main/WARN] [Mods Optimizer]: ⚠ Found no side tag inside the dependencies.betterfortresses[1] section of the mods.toml file /workspaces/Server-Vizzio/servidor_minecraft/mods/YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar!
[18:24:07] [main/WARN] [Mods Optimizer]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Server-Vizzio/servidor_minecraft/mods/HopoBetterMineshaft-[1.20.2-1.20.4]-1.2.2b.jar, which is expected in some cases.
[18:24:07] [main/WARN] [Mods Optimizer]: ⚠ Found no side tag inside the dependencies.integrated_stronghold[2] section of the mods.toml file /workspaces/Server-Vizzio/servidor_minecraft/mods/integrated_stronghold-1.1.1+1.20.1-forge.jar!
[18:24:07] [main/WARN] [Mods Optimizer]: ⚠ Found no side tag inside the dependencies.betterdeserttemples[1] section of the mods.toml file /workspaces/Server-Vizzio/servidor_minecraft/mods/YungsBetterDesertTemples-1.20-Forge-3.0.3.jar!
[18:24:07] [main/WARN] [Mods Optimizer]: ⚠ Found no side tag inside the dependencies.yungsapi[1] section of the mods.toml file /workspaces/Server-Vizzio/servidor_minecraft/mods/YungsApi-1.20-Forge-4.0.6.jar!
[18:24:07] [main/WARN] [Mods Optimizer]: ⚠ Found no side tag inside the dependencies.betterdungeons[1] section of the mods.toml file /workspaces/Server-Vizzio/servidor_minecraft/mods/YungsBetterDungeons-1.20-Forge-4.0.4.jar!
[18:24:07] [main/WARN] [Mods Optimizer]: ⚠ Found no side tag inside the dependencies.betterendisland[1] section of the mods.toml file /workspaces/Server-Vizzio/servidor_minecraft/mods/YungsBetterEndIsland-1.20-Forge-2.0.6.jar!
[18:24:07] [main/WARN] [Mods Optimizer]: ⚠ Found no side tag inside the dependencies.wwoo_forge[1] section of the mods.toml file /workspaces/Server-Vizzio/servidor_minecraft/mods/WWOO-FABRIC+FORGE+QUILT-2.0.0.jar!
[18:24:07] [main/WARN] [Mods Optimizer]: ⚠ Found no side tag inside the dependencies.betteroceanmonuments[1] section of the mods.toml file /workspaces/Server-Vizzio/servidor_minecraft/mods/YungsBetterOceanMonuments-1.20-Forge-3.0.4.jar!
[18:24:07] [main/WARN] [Mods Optimizer]: ⚠ Found no side tag inside the dependencies.betterjungletemples[1] section of the mods.toml file /workspaces/Server-Vizzio/servidor_minecraft/mods/YungsBetterJungleTemples-1.20-Forge-2.0.5.jar!
[18:24:07] [main/WARN] [Mods Optimizer]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Server-Vizzio/servidor_minecraft/mods/GeophilicReforged-v1.2.0.jar, which is expected in some cases.
[18:24:07] [main/ERROR] [Mods Optimizer]: TOML file META-INF/mods.toml not found in java.util.jar.JarFile@15efda6c
[18:24:07] [main/WARN] [Mods Optimizer]: ⚠ Found no META-INF/mods.toml file for /workspaces/Server-Vizzio/servidor_minecraft/mods/kotlinforforge-4.11.0-all.jar!
[18:24:07] [main/WARN] [Mods Optimizer]: ⚠ Found no side tag inside the dependencies.integrated_villages[2] section of the mods.toml file /workspaces/Server-Vizzio/servidor_minecraft/mods/integrated_villages-1.0.1+1.20.1-forge.jar!
[18:24:07] [main/WARN] [Mods Optimizer]: ⚠ Found no side tag inside the dependencies.paxi[1] section of the mods.toml file /workspaces/Server-Vizzio/servidor_minecraft/mods/Paxi-1.20-Forge-4.0.jar!
[18:24:07] [main/WARN] [Mods Optimizer]: ⚠ Found no side tag inside the dependencies.bettermineshafts[1] section of the mods.toml file /workspaces/Server-Vizzio/servidor_minecraft/mods/YungsBetterMineshafts-1.20-Forge-4.0.4.jar!
[18:24:07] [main/INFO] [Mods Optimizer]: [Mod Data] Overwrite mod environment for paraglider from UNKNOWN to DEFAULT
[18:24:07] [main/WARN] [Mods Optimizer]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Server-Vizzio/servidor_minecraft/mods/lithosphere-1.2.jar, which is expected in some cases.
[18:24:07] [main/WARN] [Mods Optimizer]: ⚠ Found no side tag inside the dependencies.integrated_api[1] section of the mods.toml file /workspaces/Server-Vizzio/servidor_minecraft/mods/integrated_api-1.5.1+1.20.1-forge.jar!
[18:24:07] [main/WARN] [Mods Optimizer]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Server-Vizzio/servidor_minecraft/mods/2032-world-height-1.0.jar, which is expected in some cases.
[18:24:07] [main/WARN] [Mods Optimizer]: [Mod Data] ⚠ Unable to read manifest from mod file /workspaces/Server-Vizzio/servidor_minecraft/mods/dungeons-and-taverns-pillager-outpost-rework-1.1 [Forge].jar, which is expected in some cases.
[18:24:07] [main/INFO] [Mods Optimizer]: [Mod Data] Found 1 library mods in 110 mods.
[18:24:07] [main/INFO] [Mods Optimizer]: [Mod Data] Found 8 data pack mods in 110 mods.
[18:24:07] [main/INFO] [Mods Optimizer]: [Mod Data] Found 2 server mods in 110 mods.
[18:24:07] [main/INFO] [Mods Optimizer]: [Mod Data] Found 99 default mods in 110 mods.
[18:24:07] [main/INFO] [Mods Optimizer]: -------------------------------------------------------------------------------------------------------------------
[18:24:07] [main/INFO] [Mods Optimizer]: | ID                                 | VERSION                | TYPE     | ENVIRONMENT       | TIMESTAMP           |
[18:24:07] [main/INFO] [Mods Optimizer]: -------------------------------------------------------------------------------------------------------------------
[18:24:07] [main/INFO] [Mods Optimizer]: | mr_dungeons_andtavernspillageroutpostrework | 1.1.0                  | FORGE    | DATA_PACK         | 2024-10-28 15:31:47 |
[18:24:07] [main/INFO] [Mods Optimizer]: | betterdungeons                     | 1.204.0-4              | FORGE    | UNKNOWN           | 2024-04-18 01:09:50 |
[18:24:07] [main/INFO] [Mods Optimizer]: | alexsmobs                          | 1.22.9                 | FORGE    | DEFAULT           | 2024-10-27 22:20:06 |
[18:24:07] [main/INFO] [Mods Optimizer]: | geckolib                           | 4.4.9                  | FORGE    | DEFAULT           | 2024-08-30 05:02:44 |
[18:24:07] [main/INFO] [Mods Optimizer]: | betterforests                      | 0.5.1                  | FORGE    | DEFAULT           | 2024-08-15 08:07:58 |
[18:24:07] [main/INFO] [Mods Optimizer]: | galosphere                         | 1.20.1-1.4.1           | FORGE    | DEFAULT           | 2023-12-26 14:41:45 |
[18:24:07] [main/INFO] [Mods Optimizer]: | illagerinvasion                    | 8.0.6                  | FORGE    | DEFAULT           | 2024-09-12 20:26:45 |
[18:24:07] [main/INFO] [Mods Optimizer]: | naturalist                         | 4.0.3                  | FORGE    | DEFAULT           | 2024-10-27 22:21:01 |
[18:24:07] [main/INFO] [Mods Optimizer]: | betteroceanmonuments               | 1.203.0-4              | FORGE    | UNKNOWN           | 2023-11-19 21:55:49 |
[18:24:07] [main/INFO] [Mods Optimizer]: | incendium                          | 5.3.5                  | MIXED    | DATA_PACK         | 2024-10-29 03:54:36 |
[18:24:07] [main/INFO] [Mods Optimizer]: | stalwart_dungeons                  | 1.2.8                  | FORGE    | UNKNOWN           | 2024-10-29 18:08:26 |
[18:24:07] [main/INFO] [Mods Optimizer]: | sophisticatedcore                  | 6.34.718               | FORGE    | DEFAULT           | 2024-10-11 00:21:53 |
[18:24:07] [main/INFO] [Mods Optimizer]: | doapi                              | 1.2.15                 | FORGE    | DEFAULT           | 2024-10-27 21:54:08 |
[18:24:07] [main/INFO] [Mods Optimizer]: | citadel                            | 2.6.0                  | FORGE    | DEFAULT           | 2024-08-15 15:06:41 |
[18:24:07] [main/INFO] [Mods Optimizer]: | burnt                              | 1.8.2                  | MIXED    | UNKNOWN           | 2024-10-28 15:37:35 |
[18:24:07] [main/INFO] [Mods Optimizer]: | yungsapi                           | 1.204.0-6              | FORGE    | UNKNOWN           | 2024-09-30 02:13:42 |
[18:24:07] [main/INFO] [Mods Optimizer]: | kambrik                            | 6.1.1+1.20.1           | FORGE    | DEFAULT           | 2024-10-29 03:54:34 |
[18:24:07] [main/INFO] [Mods Optimizer]: | guardvillagers                     | 1.20.1-1.6.7           | FORGE    | DEFAULT           | 2024-08-11 22:59:29 |
[18:24:07] [main/INFO] [Mods Optimizer]: | sophisticatedbackpacks             | 3.20.11-1115           | FORGE    | DEFAULT           | 2024-10-06 08:12:00 |
[18:24:07] [main/INFO] [Mods Optimizer]: | sculkhorde                         | 1.20.1-0.9.16          | FORGE    | DEFAULT           | 2024-09-29 01:52:41 |
[18:24:07] [main/INFO] [Mods Optimizer]: | balm                               | 7.3.9                  | FORGE    | DEFAULT           | 2024-08-19 19:50:39 |
[18:24:07] [main/INFO] [Mods Optimizer]: | betterfortresses                   | 1.202.0-6              | FORGE    | UNKNOWN           | 2024-03-18 19:16:50 |
[18:24:07] [main/INFO] [Mods Optimizer]: | dragonfight                        | 1.20.1-4.6             | FORGE    | DEFAULT           | 2024-07-24 13:03:43 |
[18:24:07] [main/INFO] [Mods Optimizer]: | cloth_config                       | 11.1.136               | FORGE    | DEFAULT           | 2024-10-29 03:54:17 |
[18:24:07] [main/INFO] [Mods Optimizer]: | paraglider                         | 20.1.3                 | FORGE    | DEFAULT           | 2024-10-29 03:45:16 |
[18:24:07] [main/INFO] [Mods Optimizer]: | supplementaries                    | 2.8.17                 | FORGE    | DEFAULT           | 2024-10-29 03:45:17 |
[18:24:07] [main/INFO] [Mods Optimizer]: | geophilic_reforged                 | 1.2.0                  | FORGE    | DATA_PACK         | 2024-10-27 20:01:40 |
[18:24:07] [main/INFO] [Mods Optimizer]: | bloomingnature                     | 1.0.9                  | FORGE    | DEFAULT           | 2024-10-27 21:54:14 |
[18:24:07] [main/INFO] [Mods Optimizer]: | enemyexpansion                     | 2.3.1                  | FORGE    | UNKNOWN           | 2024-10-28 02:16:30 |
[18:24:07] [main/INFO] [Mods Optimizer]: | farmersdelight                     | 1.20.1-1.2.4           | FORGE    | DEFAULT           | 2024-01-21 22:49:55 |
[18:24:07] [main/INFO] [Mods Optimizer]: | biomesoplenty                      | 19.0.0-91              | FORGE    | DEFAULT           | 2024-10-01 07:41:22 |
[18:24:07] [main/INFO] [Mods Optimizer]: | projectvibrantjourneys             | 1.20.1-6.0.4           | FORGE    | UNKNOWN           | 2024-10-09 22:34:54 |
[18:24:07] [main/INFO] [Mods Optimizer]: | valhelsia_structures               | 1.20.1-1.1.2           | FORGE    | UNKNOWN           | 2024-02-10 19:06:46 |
[18:24:07] [main/INFO] [Mods Optimizer]: | chunky                             | 1.3.146                | FORGE    | DEFAULT           | 2024-10-27 21:48:08 |
[18:24:07] [main/INFO] [Mods Optimizer]: | bfendcities                        | 1.0.0                  | FORGE    | DEFAULT           | 2023-06-24 23:36:36 |
[18:24:07] [main/INFO] [Mods Optimizer]: | unusualend                         | 2.1.5                  | FORGE    | UNKNOWN           | 2024-10-29 18:18:41 |
[18:24:07] [main/INFO] [Mods Optimizer]: | eeeabsmobs                         | 1.20.1-0.95            | FORGE    | DEFAULT           | 2024-08-15 14:50:18 |
[18:24:07] [main/INFO] [Mods Optimizer]: | born_in_chaos_v1                   | 1.4.0                  | FORGE    | UNKNOWN           | 2024-10-29 18:08:26 |
[18:24:07] [main/INFO] [Mods Optimizer]: | resourcefulconfig                  | 2.1.2                  | FORGE    | DEFAULT           | 2024-10-28 05:27:47 |
[18:24:07] [main/INFO] [Mods Optimizer]: | lionfishapi                        | 1.9.0                  | FORGE    | DEFAULT           | 2024-05-22 20:14:08 |
[18:24:07] [main/INFO] [Mods Optimizer]: | bountiful                          | 6.0.3+1.20.1           | FORGE    | DEFAULT           | 2024-10-29 03:44:55 |
[18:24:07] [main/INFO] [Mods Optimizer]: | cataclysm                          | 2.16.0                 | FORGE    | DEFAULT           | 2024-10-28 12:04:01 |
[18:24:07] [main/INFO] [Mods Optimizer]: | curios                             | 5.11.0+1.20.1          | FORGE    | DEFAULT           | 2024-10-24 19:58:23 |
[18:24:07] [main/INFO] [Mods Optimizer]: | cnc                                | 2.2.0                  | FORGE    | UNKNOWN           | 2024-10-28 15:31:47 |
[18:24:07] [main/INFO] [Mods Optimizer]: | cerbons_api                        | 1.1.0                  | FORGE    | DEFAULT           | 2024-10-29 03:54:45 |
[18:24:07] [main/INFO] [Mods Optimizer]: | seadwellers                        | 2.9.9                  | FORGE    | UNKNOWN           | 2024-10-28 05:22:29 |
[18:24:07] [main/INFO] [Mods Optimizer]: | noisium                            | 2.3.0+mc1.20-1.20.1    | FORGE    | DEFAULT           | 2024-10-27 20:02:48 |
